id,date,title,show,number,duration,description
6RQ2v9ZVFn8LZhE7nvxsBD,2023-12-05,Flightless Bird: American Accents,Flightless Bird,69,3450,"This week on Flightless Bird, David Farrier seeks to be better understood by his co-hosts by diving headfirst into the American accent. He meets with dialect coach Joel Goldes, who's helped coach actors like Viola Davis through her various accent roles. As ""The Dialect Coach"" (www.thedialectcoach.com), Joel teaches David how to place his tongue to sound more American, and takes Farrier through what he's been doing wrong. Monica, Rob, and David also take an accent quiz to see how good they are at picking American accents (which you can try at home too: https://www.buzzfeednews.com/article/juliafurlan/pahk-the-cah-nomaaaaaah)"
0zcvSh0K4xTDKWtjmsaV2G,2023-12-06,Synced: Vorsh!,Synced,20,4550,"In this episode of Synced, Monica and Liz debate high school hotness, they role play an important negotiation, and a special guest joins the squad to talk about eating while masturbating & fluid sexuality. They answer listener questions on how to set a boundary with a family member who drinks too much and if one needs to tell their new love interest that they slept with a hometown ex."
74nst2wthlHFdFODwtOzmd,2023-12-07,Maria Sharapova,,672,6705,"Maria Sharapova is a 5x Grand Slam-winning former professional tennis player, investor, and entrepreneur. Maria joins the Armchair Expert to discuss how her priorities changed after retiring from tennis, her experience as a child moving to the US from Russia, and where her strong work ethic came from. Maria and Dax talk about how isolating success can be, what it takes to be critical of yourself, and how they both approach conflict in their relationships. Maria explains how much pressure there is on individual athletes to perform at a high level, why she wants to be a voice for female empowerment, and her superstitions."
1KtR22dfm0FcOzJ6sjhrvr,2023-12-08,Armchair Anonymous: Meet Cute,Armchair Anonymous,673,2889,"Dax and Monica talk to Armcherries! In today's episode, Armcherries tell us about a meet cute."
6CyI2siuTmNlse1cYnlvfO,2023-12-08,Yearbook - Chapter 4: Local Celebrity,Yearbook,4,2032,"As the Blake basketball team roars through its thrilling season, Chad and his teammates experience local stardom. With his newfound status, Chad gets access to all of the hottest house parties...and ends up in white student's houses for the first time with their parents out of town. Behold, the high school rager."
3cXC3vxIOMWrtKdAr7f14Q,2023-12-11,Willem Dafoe,,674,7402,"Willem Dafoe (Poor Things, Platoon, The Lighthouse) is an actor. Willem joins the Armchair Expert to discuss how he doesn't have the desire to buy things, how being raised by his siblings affected his perspective, and how his parents encouraged him to be ambitious in life. Willem and Dax talk about how one's identity can be defined by social conditioning, how he loves collaborating with others on a project, and how he feels about playing big characters. Willem explains how good directors make the film process more enjoyable, how he feels about knowing too much about other actors, and what he thinks about being so recognizable."
6EZ1bPDC05YBKFxIV0DFqJ,2023-12-12,Flightless Bird: Quilts,Flightless Bird,70,3135,"This week on Flightless Bird, David Farrier takes Monica's advice from an earlier episode and investigates America's obsession with quilts. He begins his journey by interviewing quilting podcaster Ashelyn Downs of ""The Grateful Thread"". Farrier discovers that quilting is not just oldies sitting by the fire, but that there's a new movement of younger, more diverse quilters taking over America. He sets off to meet Latifah Saafir, an engineer who now makes some of the most amazing quilts you'll see, incorporating bits of her culture and life into the quilts she makes. David then stops in on another young quilter, Luke Haynes, who has some of his quilts hanging on gallery walls. Luke insists on making a quilt featuring the one and only Monica Padman."
34wEFXPuOKEASCqfkGHhnt,2023-12-13,Synced: It's Rustic,Synced,21,3863,"In this episode of Synced, Monica and Liz discuss the social politics of pooping around others, the difficulties of sharing a bed, and in true sleepover fashion they call all the boys they know. They answer listener questions on how to deal with a narcissistic friend, when it's appropriate to look through a partner's phone, and they break down types of therapists."
6Z4rbsTP7WKTCFeGwd4abH,2023-12-14,Adam Frank (physicist and astronomer),,675,8369,"Adam Frank (The Little Book of Aliens) is a physicist, astronomer, and writer. Adam joins the Armchair Expert to discuss how he dealt with being an outsider in school, why he was drawn to science fiction, and how he discovered a secret language in mathematics. Adam and Dax talk about what the search for intelligent life outside Earth looks like, how common it is for other planets to have water, and what the concept of a liquid brain is. Adam explains why people are so obsessed with UAPs, why looking into space is like looking back in time, and how he thinks climate change is affecting the planet."
4b8jFxgj1zMkA7W7nXk608,2023-12-15,Armchair Anonymous: Holiday Vacation,Armchair Anonymous,676,3079,"Dax and Monica talk to Armcherries! In today's episode, Armcherries tell us about a wild holiday vacation."
3W2gNTPPidNBetAYf7aF7u,2023-12-15,Yearbook - Chapter 5: Teenage Love & Danger,Yearbook,5,2089,Nothing compares to the butterflies of teenage love in high school. But teenage romance can lead to grave outcomes.
7kwq87BwXrjfJWNEunIBdg,2023-12-18,Best of Mondays 2023,,677,4592,"On this special episode, we revisit some of our favorite moments from Monday episodes in 2023."
4do6XcB13GBzYtTwpa65bM,2023-12-19,Flightless Bird: Hot Dogs,Flightless Bird,71,2619,"This week on Flightless Bird, David Farrier dives headfirst into one of America's favorite foods, the humble hot dog. He learns that Americans eat around 20 billion hot dogs a year, which means the average American eats about 70 hot dogs per year. Why? How did this simple food get so popular here? To understand, Farrier decides to talk to the National Hot Dog & Sausage Council. Eric Mittenthal picks up and answers some of Farrier's burning questions. David then takes foodie and Flightless Bird producer Rob Holysz out to eat some hot dogs - first at the iconic LA joint Pinks, and then to the very niche Wurstküche in the Arts District. There David and Rob dine on rabbit, buffalo, and rattlesnake. They also set out to answer the burning question: ""Is a hotdog a sandwich?"""
7H1dRvBs7xtNJ9XgsVfPJd,2023-12-20,Synced: That's What We Do,Synced,22,3507,"In the last episode of the year, Monica and Liz make tea while debating wastefulness and discussing Liz's reintroduction to meat. They answer listener questions on regretting giving out a phone number, obsessing over someone else's divorce, and how to handle being ghosted post-abortion."
0LVfqGofuTOCHUgYNCkCnS,2023-12-21,Best of Thursdays 2023,,678,3477,"On this special episode, we revisit some of our favorite moments from Thursday episodes in 2023."
2AnIiCykAYjnYF8NkFADUS,2023-12-22,Yearbook - Chapter 6: The Hardest Book to Read,Yearbook,6,2070,Chad's mom said Chad never wanted things sugar-coated as a kid. He wanted the truth. Chad faces a truth he isn't ready for when he uncovers information about The Driver that had been hiding in plain sight.
0x8dGvIHHPYALVjQUIBWcu,2023-12-22,Holiday Spectacular 2023,,679,3036,"Join us for our annual holiday spectacular as we open presents, we talk about why this Christmas is bittersweet, we discuss why parents aren't sexy, and we take time to reflect on 2023 and what's to come in 2024."
5prQhZH9onpT2fFx908Djn,2023-12-29,Yearbook - Chapter 7: What The Living Can Offer,Yearbook,7,1767,"The basketball season comes to an unexpected ending, and Chad confronts his dad about a powerful moment in their relationship. Chad wants to close the book on these memories, but Dax and Monica push him to dig deeper on exactly what happened all those years ago."
